epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.54105,0.61326,2.57478,0.14404,0,0,0,0,0,2.80253,0,2.858e-05,2.858e-05,2.858e-05
